,Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1775,1987,Frankie Neal,Fort Hays State (KS),WR,73.3,208,,,,4.51,,35,120,4.38,,11.63
1776,1987,Calvin Nicholas,Grambling State (LA),WR,75.8,208,,,,4.67,12,27.5,117,4.4,,11.99
1777,1987,Keith Paskett,Western Kentucky,WR,71.1,180,,,,4.5,4,29,111,4.35,,11.65
1778,1987,Craig Richardson,Eastern Washington,WR,71.3,185,,,,4.62,14,34.5,119,4.35,,11.52
1779,1987,Greg Richardson,Alabama,WR,67.3,164,,,,4.35,1,28,113,4.21,,11.54
1780,1987,Scott Schwedes,Syracuse,WR,71.5,174,,,,4.47,,33.5,116,4.16,,11.06
1781,1987,Patrick Scott,Grambling State (LA),WR,69.4,173,,,,4.75,,31.5,116,4.34,,11.42
1782,1987,Jason Stargel,Cincinnati,WR,74.3,186,,,,4.64,5,30.5,114,4.36,,11.94
1783,1987,Gene Taylor,Frenso State (CA),WR,74.3,189,,,,4.54,10,30.5,127,4.32,,12.26
1784,1987,Kitrick Taylor,Washington State,WR,70.8,178,,,,4.55,2,31,123,4.21,,11.19
1785,1987,Jeff Tiefenthaler,South Dakota State,WR,73,181,,,,4.67,11,24,105,,,
1786,1987,Odessa Turner,Northwestern State (LA),WR,74.9,205,,,,4.53,10,31,116,4.25,,11.32
